,text,label
101,dentro cadacode ha varios code add remover respectivos code s saber determinado code devo eliminar clicar buttons add rem tambem queria adicionar novo code classe pacientes logo abaixo outro tr segue jsfiddle code,"(0, 0, 1, 0)"
102,possuo formulario code conteudo dividido tabs bootstrap porem alguns desses campos sao obrigatorios required sao code code caso nao acordo enviar formulario vai aparecer mensagem code pedindo fazer preenchimento correto porem trabalhando tabs so consigo ver mensagens caso aba onde sendo exibida existe alguma forma atraves code abrir aba correspondente algum campos obrigatorio preenchido incorretamente,"(0, 0, 1, 0)"
103,utilizando funcao code sendo ativada voltar navegador back button gostaria saber controlar evento voltar navegador ja tentei varias possiveis solucoes nenhuma funcionou objetivo anular acao code botao voltar navegador ativado mensagem nao apareca code,"(0, 1, 0, 0)"
104,implementando menu cabecalho pagina conforme usuario clica botoes presentes nesse menu pagina renderizada logo abaixo gostaria destacar menu botao referente pagina atual usuario chamar desta maneira code,"(0, 1, 1, 0)"
105,preciso forma compactar tamanho imagem recebo terceiro recebo link caminho imagem mostrar site principal problema imagens sao grandes preciso carregar code sao varias imagens carregar site fica lento obs nao pretendo compactar baixar imagens servidor preciso abri las direto caminho enviado alguem alguma dica,"(0, 0, 1, 0)"
106,main js html code code extensao chrome problema enfrento ocorre momento aperto link criado dinamicamente code link nao chamando ultima funcao main js devo fazer,"(0, 1, 1, 0)"
107,ola galera montando projeto web gostaria saber sobre slider click fique fullscreen nao encontrando boa opcao queria algo parecido site tecmundo nao conheco muitos plugins linguagem nao interfere jquery css3 obrigado,"(0, 1, 1, 0)"
108,trabalhando code imagino possa ser feito so code faco upload navegador mostra barra status porcentagem gostaria pegar valor criar partir barra progresso personalizada barra sei fazer so nao sei pegar valor atual porcentagem obte lo,"(0, 1, 0, 0)"
109,posso fazer javascript ordene array vendas code existe alguma funcao comando,"(0, 1, 0, 0)"
110,montando webapp framework jquery mobile php ajax nesse app formulario selects code code feito ajax seleciona code carrega code acordo estado problema tendo ajax so carrega primeira vez nao apos selecionar code segunda vez vezes code code code,"(0, 1, 0, 0)"
111,adicionar nono digito forma fixa utilizando jquery mask code dessa forma utilizo apenas opcional,"(0, 1, 0, 0)"
112,codigo ajax preciso valores aparecam dinamicos exemplo link coloquei 3 inputs js criei apenas 1 colocasse todos enviaria normalmente code so preciso valores dinamicos nao precise colocar 1 1 colocaria somente 1 atribuiria valor cada input automaticamente precisar mexer novamente nesse codigo possivel posso resolver fico aguardo,"(0, 0, 1, 0)"
113,antes demais queria pedir desculpa titulo pergunta nao encontrei maneira melhor explicar quero pagina normal ex 5 seccoes queria scroll nao vissemos metade metade outra final evento mousewhell scroll manual pagina emediatamente elemento seguinte anterior dependendo direcao cima baixo nunca dois caso jsfiddle ate agora html code js code,"(0, 1, 0, 0)"
114,pretendo criar tabela onde campos tipo drop down constituido valores chave matriz associativa acordo chave escolhe segunda coluna atualizada automaticamente valor correspondente matriz associativa seguinte forma code funcao javascript code configuracao so funciona clicko primeira vez primeira linha dado correscpondente colocado coluna resp consigo guardar dado problema clicko segunda linha partir daqui nao funciona atualizacao coluna resp consigo obter dados escolhidos pretendo guardar dados fim clicar send inserir bd constituicao tabela code podem ajudar,"(0, 0, 1, 0)"
115,entao galera erro nesse codigo quero envie dados presidente firebase caso quero conte 1 voto so valor ta sendo registrado firebase faco votacao 0 arrumo code,"(0, 0, 1, 0)"
116,projeto possui grafico gerado javascript angular logo home page apos login porem localhost grafico nunca mostrado cheguei parte trabalho preciso mexer nele porem ver fica dificil porem online servidor funciona normalmente somente local nao funciona ja puxei arquivos direto servidor pra maquina simplesmente nao mostra alguem alguma solucao ja limpei cache ja modifiquei algumas configuracoes google chrome firefox nao funciona nenhum microsoft edge ja mudei linhas chamam arquivos pro topo vi alguns lugares nada resolver links chamados projeto code inspect google chrome vejo varios erros acontecem localhost nao acontecem servidor utilizo xampp,"(0, 0, 0, 1)"
117,professor passou projeto pra fazer player audio inspirando rdio music ai player planejando abrisse audio carregasse imagem correspondente capa album ja vem embutida mp3 player porem ja pesquisei nao sei fazer alguem alguma ideia,"(0, 0, 1, 0)"
118,tentando salvar imagens storage todo processo acontece problemas ate hora vou olhar armazenamento script code alguem sabe acontecendo resolver,"(1, 0, 0, 0)"
119,dificuldade questao recuperar id classe th td sendo codigo variavel dentro vou tentar explicar algumas imagens apos pesquisa banco dados consigo listar todas pessoas fazem parte familiar code entao comecei desenvolver parte excluir membro familiar deu certo ja conferido banco dados atraves funcao code agora quero fazer apagar linha corresponde nao consigo imaginar recuperar dados td th falaram apra usar data rel ainda nao conseguir fazer funcionar html code,"(0, 1, 0, 0)"
120,tentando buscar dados funcoes code code retornando dados tudo certo tento usar dados criados code code fica undefined oque fazendo errado code,"(0, 1, 0, 0)"
121,3 code 2 code segunda code code 1 code terceira code code 1 code code marcar automaticamente 2 3 code colocar valor maior zero code code code preencher 1 2 input type number alem marcar automaticamente code code quero tambem marque automatica primeira code data possivel adaptar script fazer resposta osiris85 funciona exemplo deu aplica la codigo existe problema vou passar explicar aplicar codigo resposta osiris85 preencher code so selecciona data dia 1 nao data acordo dia onde code encontra exemplo preencho code dia 2018 11 18 marca automaticamente so code dia 2018 11 01 mostro imagem,"(0, 1, 0, 0)"
122,comecei curso nodejs instrutor disse seguinte codigo code substituido code diferenca pra outra usar nao outra,"(1, 0, 0, 0)"
123,seguintes inputs html code usuario vai alimentar cada cod valor preciso criar js code exemplo code valor codigo 201 passou 1000 entao exibir mensagem code podem fazer uso jquery problemas,"(0, 1, 0, 0)"
124,problema bem chato nao sei motivo atraves requisicao ajax pego servidor notificacoes usuario ainda nao visualizou parecido facebook uso seguinte codigo code funciona corretamente resultado json tras notificacao adicionada dinamicamente podem ver porem so tras unica notificacao seguinte erro uncaught typeerror response foreach is not function nao sei javascript diferente php exemplo foreach funciona elementos porem js parece funcionar apenas realmente elemento pode ser feito obrigado retorno foreach nao funciona code retorno funciona code,"(0, 1, 0, 0)"
125,boa note problema logica proceder conjunto perguntas respostas codigo abaixo formado inputs tipos text radio quero recuperar informacoes destes elementos ordem apresentam inputs apresentam sequencia pergunta resposta usuario terminar fazer perguntas resposta quero informacoes alocadas vetor onde perguntas ficaram indece impar resposta indece par considerando 1 primeiro indece vetor considerando sequencia documento dados primeira pergunta ficam indece 1 dados resposta pergunta 1 ficam indece 2 dados pergunta 2 fica indece 2 resposta fica indece 3 valores radios selecionados code usando funcao each pegar dados so pega dados tipo primeiro ex text pega radio,"(0, 1, 1, 0)"
126,pagina diversos elementos diferentes cores fundo gostaria saber poderia fazer clicar botao aumentar brilho cor deixa la clara possivel fazer utilizando javascript jquery,"(0, 1, 1, 0)"
127,ha algum tempo construi ferramenta html javascript auxiliar depuracao familia aplicacoes web basicamente ferramenta consiste pagina html estatica colecao scripts carregam dado sistema iframe entao possibilitam inspecionar varios elementos desse sistema desenvolvedor precisasse analisar codigo fonte ferramenta precisa identificar usuario acessou determinada tela entao fazer inspecao elementos porem sistemas tambem usavam frames vezes nivel solucao percorrer arvore frames adicionando listeners identificar cada frame carregado pergunta existe solucao elegante usando jquery javascript identificar carregamento hierarquia frames,"(0, 1, 1, 0)"
128,preciso criar code aviso code remove lo 3 segundos fazer jquery precisa algum code,"(0, 1, 0, 0)"
129,tendo problemas data plugin switchery componente remark bootstrap nao quer funcionar partialviews interessante ficar dentro view normal funciona perfeitamente colocado dentro janela modal modalgenerica aberta partialview nao funciona view normal partialview problema codigo code tentei inicializa lo partialview nao funcionou nao sei existe propriedade switcheryparent code alguem sabe resolver problema abraco todos obrigado,"(0, 1, 0, 0)"
130,gostaria entender causando erro aplicacao segue codigos code,"(0, 0, 0, 1)"
131,problemas nesse codigo pois quero cadastrar case porem quero remover tab onde todos aparecem quer parte cada selecionado primeira tab mostrar todos quero desabilitar quero comece direto teste1 porem nao comeca sempre mostra todos code code code,"(0, 1, 1, 0)"
132,separei modulos rota 1 product routing module ts onde rota product filhas product new product edit 2 app routing module ts onde rotas raizes aplicacao orders customers nao coloquei rota product coloquei app module routing ts path ‘ ’ component pagenotfoundcomponent acesso rota products aparece pagenotfoundcomponent so funciona colocar path ‘ ’ asterisco nao carrega rotas filhas products devo fazer help,"(0, 0, 0, 1)"
133,problemas aplicar plataforma seguinte codigo javascript code porque code questao ta ficheiro aparte faco code todas paginas nunca irei saber pagina script ira correr codigo cima especificar pagina ex code,"(0, 1, 0, 0)"
